title,content,media,keyword,date
JOYとROLANDが「東アジアE-1サッカー選手権2019」男子・日韓戦の副音声に登場！,"
東アジアの最強を決める「EAFF E-1サッカー選手権2019」の決勝ラウンドが、2019年12月10日(火)に開幕。日本戦全6試合(12月10日[火]夜7:00～ほか、フジテレビ系)が生中継されるが、12月18日(水)の男子・韓国戦では、副音声企画にJOYとROLAND(ローランド)が登場することが決定した。【写真を見る】ROLANDとは帝京高校サッカー部・先輩後輩の間柄の木梨憲武2年ごとに開催される「EAFF E-1サッカー選手権」は、シードの日本、韓国、中国に加え、予選を勝ち抜いてきた東アジアの4チームによる総当たり戦で優勝を決める大会。今回予選を勝ち抜いてきたのは、香港(男子)とチャイニーズ タイペイ(女子)で、韓国・釜山で開催される。

今回実施される副音声企画「JOY＆ローランドチャンネル」に登場するJOYは、学生時代にサッカーに打ち込み、群馬県選抜に選出されるほどの実力の持ち主で、芸能界屈指のサッカー好きとして知られている。

一方、ROLANDは、中学まで柏レイソルのジュニアユースに、高校では名門・帝京高校のサッカー部に所属し、かつてはプロサッカー選手を目指していたほど。10月26日に開催された『2019JリーグYBCルヴァンカップ決勝』で副音声に初登場し、的確で魅力的なコメントを披露したことから、今回も副音声企画に登場することとなった。

また、11月19日の『キリンチャレンジカップ2019 日本×ベネズエラ』で好評を博した注目選手密着カメラを今回も実施。このシステムは、番組側が選んだ注目選手にクローズアップした映像を、テレビの映像と時差がほとんどない状態で、スマホのブラウザーで見ることができるというもの。

今大会では、12月17日(火)の女子・韓国戦で「超リアルタイム“なでしこCAM”」として、18日(水)の男子・韓国戦で「超リアルタイム“サムライCAM”」として実施する。

さらに、日本戦以外の男女6試合を、番組公式ホームページでライブ配信することも決定した。ライブ配信が終わった後も、アーカイブで試合を観戦することができる。また、日本戦全6試合も番組公式ホームページにて見逃し配信を実施する。

■ JOY コメント

――今回のお話を聞いたときの率直な感想は？

「昔から日本と韓国のピッチ上での激しい戦いを見てきたので、仕事でその戦いに関われることを光栄に思います」

――副音声への意気込みは？

「サッカーを普段見ない方たちにも楽しんでもらえるような内容に出来たらと思っております。がんばります！」

■ ROLAND コメント

――今回のお話を聞いたときの率直な感想は？

「伝統的な試合の解説が出来る事を光栄に思います」

――副音声への意気込みは？

「サッカーが好きという気持ちを全面的に出していこうと思います」

（ザテレビジョン）",ザテレビジョン,スマホ,2019年 12月 9日
ＪＯＹ＆ローランド「東アジアＥ―１選手権」日韓戦の副音声を担当「サッカーを普段見ない方にも楽しんでもらいたい」,"
　タレント・ＪＯＹ（３４）とファッションモデルでホストのローランド（２７）が、１８日にフジテレビ系で放送される「東アジアＥ－１サッカー選手権２０１９」（水曜・後７時）の男子・日韓戦中継の副音声を担当することが分かった。

　東アジアの“最強”を決める同大会。２年ごとに開催され、シードの日本、韓国、中国に加え、予選を勝ち抜いてきた東アジアの４チームによる総当たり戦で優勝が決められる。今回、予選を勝ち抜いてきたのは香港（男子）とチャイニーズタイペイ（女子）。なお、同大会は韓国・釜山で開催される。

　１８日に放送される男子の日韓戦では、副音声企画「ＪＯＹ＆ローランドチャンネル」が実施される。学生時代にサッカーに打ち込み、群馬県選抜に選出されるほどの力を持つＪＯＹと、中学まで柏レイソルのジュニアユースに、高校では名門・帝京高校のサッカー部に所属し、プロサッカー選手を目指していたというローランドが、的確なコメントで試合を盛り上げていく。

　また、今回も「注目選手密着カメラ」が実施されることが決定。これは、番組側が選んだ注目選手にクローズアップした映像を、テレビの映像と時差がほとんどない状態で、スマホのブラウザーで見ることができるというもの。今大会では、１７日の女子・韓国戦で「超リアルタイム“なでしこＣＡＭ”」として、１８日の男子・韓国戦で「超リアルタイム“サムライＣＡＭ”」として実施される。

　さらに、日本戦以外の男女６試合が番組公式ホームページでライブ配信されるなど、試合を楽しむ企画が盛りだくさんとなっている。

　ＪＯＹは「サッカーを普段見ない方たちにも楽しんでもらえるような内容に出来たらと思っております。がんばります！」と気合のコメント。ローランドも「伝統的な試合の解説が出来る事を光栄に思います」と語った。",スポーツ報知,スマホ,2019年 12月 9日
LINE Pay、銀行振込サービス開始、国内決済サービスで初,"
　モバイル送金・決済サービス「LINE Pay」を運営するLINE Payは12月9日、LINE Payの送金機能を拡充し、「LINE Pay残高」を法人・個人の銀行口座へ振込できるサービスを開始した。振込手数料は1回税込み176円。



　これまで「送金」は、LINE Payアカウントが分からないとできなかったが、口座番号または送金したい相手の名前と電話番号・eメールアドレスのいずれかが分かれば可能になった。決済に特化した「LINE Payアプリ」では、iPhone・Android版ともに利用可能。「LINE」アプリからの送金は、Android版のみで、iPhone版は近日、サービス開始予定。

　自分以外の他人の銀行口座に振込できるのは国内決済サービスで初。ウォレットアプリの送金機能が充実すると、現金を引き出すATMやオンラインバンキングの役割が低下することになり、「スマホファースト」のキャッシュレス社会に近づく。なお、LINE Payアカウントへの送金は従来通り、手数料無料なので、節約するならLINE Payアカウントを知らせ合ったほうがいい。
 

　LINE Payでは、12月31日まで今年の締めくくりとなるキャンペーン「お好きなお店で、お好きな商品を『年末感謝クーポン祭』」を開催している。対象クーポンの利用数が400万個に達した時点で終了。クーポン金額以下の商品ならLINE Pay残高がなくても利用できるため、アカウントを作るだけでもメリットがある。",BCN,スマホ,2019年 12月 9日
神田沙也加離婚…我慢できなかった夫・村田充の“束縛”,"
　【芸能ニュース舞台裏】

　女優、神田沙也加（３３）と俳優、村田充（４２）の離婚のニュース。「離婚発表と同タイミングで、女性誌が沙也加の不倫疑惑を報じたため、原因は不倫かと思われましたが、村田がブログで不倫を否定。こうなるとグレー決着でしょうね」と情報番組デスク。

　「出産に関する見解の相違が離婚原因だと両者のブログには書かれていましたが、沙也加の気持ちが離れたのは、夫の束縛感が強いから。夫が舞台の楽屋にもしょっちゅう来ていましたが、最初は愛情だと思っていたら案外そうじゃないと聞いたことがあります」と演劇関係者。「スマホでも居場所が確認できる設定を求められ、ペアのものを持ちたがるのもどうも嫌だったようですね」

　沙也加の不倫を報じた女性誌の見出しは「アナ雪大ヒット中にまさか！」と、配給元にはもらい事故のようなタイトルが！　それでも「映画関連イベントは２日の大ヒット記念イベントで終了し、神田の出演はありません。声の出演者の離婚ぐらいで、興行収入がびくつくような映画ではありませんから配給元も心配してない感じです」と映画宣伝会社スタッフ。",夕刊フジ,スマホ,2019年 12月 9日
「カビゴン」デザインの「ティッシュケース」やPCケースも！ ポケモンセンターにて販売予定の新商品が公開,"
　ポケモンは、「カビゴン」デザインのグッズを12月21日より販売する。価格は264円（税込）より。【この記事に関する別の画像を見る】　今回は「カビゴン」がモチーフにされた冬にぴったりの商品が多数ラインナップされている。クリファイルやブランケットに用いられているメインビジュアルには「カビゴン」を中心に、「ポケットモンスター ソード・シールド」にも登場する「ヒバニー」や「メッソン」、「サルノリ」や「ウールー」が可愛らしく描かれている。

　ほかにも「カビゴン」の口からティッシュを取り出すことのできるティッシュボックスカバーやミニトートが登場。また、ポーチなどもラインナップされている。なお、これらの商品はポケモンセンターやポケモンセンターオンラインにて販売が予定されている。

■商品ラインナップ（価格はすべて税込）

・クッションブランケット カビゴンのあくび　4,180円（★）
・ティッシュボックスカバー カビゴンのあくび　3,630円（★）
・ミニトート カビゴンのあくび　3,630円（★）
・PC・タブレットケース カビゴンのあくび　2,860円（★）
・マルチスマホカバー カビゴンのあくび　3,520円（★）
・ソフトジャケット for iPhone 8/7/6s/6 カビゴンのあくび　2,068円（★）
・ソフトジャケット for iPhone X(s) カビゴンのあくび　2,068円（★）
・フェイスシェイプクッキー カビゴンのあくび　1,080円
・ぬいぐるみ カビゴンのあくび　2,200円（★）
・マスコット カビゴンのあくび カビゴン　1,210円（★）
・マスコット カビゴンのあくび ウールー　1,210円（★）
・YOJO TAPE カビゴンのあくび　715円（★）
・A4クリアファイル カビゴンのあくび　264円
・ポーチ カビゴンのあくび　1,760円（★）
・アクリルスタンドチャーム カビゴンのあくび カビゴンとヒバニー　990円（★）
・アクリルスタンドチャーム カビゴンのあくび ウールーとメッソン　990円（★）
・アクリルスタンドチャーム カビゴンのあくび ホーホーとサルノリ　990円（★）
・アクリルスタンドチャーム カビゴンのあくび ニャルマーとブースター　990円（★）
・ワッペンステッカー カビゴンのあくび カビゴンとヒバニー　605円（★）
・ワッペンステッカー カビゴンのあくび ウールーとメッソン　605円（★）
・ワッペンステッカー カビゴンのあくび ホーホーとサルノリ　605円（★）
・ワッペンステッカー カビゴンのあくび ニャルマーとブースター　605円（★）
・歯ブラシスタンド カビゴンのあくび カビゴン　550円（★）
・歯ブラシスタンド カビゴンのあくび サルノリ　550円（★）
・歯ブラシスタンド カビゴンのあくび ヒバニー　550円（★）
・歯ブラシスタンド カビゴンのあくび メッソン　550円（★）
・保温保冷ランチ巾着 カビゴンのあくび　2,420円（★）
・フードポット カビゴンのあくび　2,750円（★）
・膝掛け用ミニブランケット カビゴンのあくび　3,850円（★）
・カビゴンの足スリッパ　2,750円（★）
・カビゴン ルームウェア　5,500円（★）
・ハンドタオル カビゴンのあくび サルノリ　550円（★）
・ハンドタオル カビゴンのあくび ヒバニー　550円（★）
・ハンドタオル カビゴンのあくび メッソン　550円（★）

　（★）の商品はAmazonのポケモンストアにて予約を受け付ける。

商品紹介（一部）

©2019 Pokemon. ©1995-2019 Nintendo/Creatures Inc. /GAME FREAK inc.
ポケットモンスター・ポケモン・Pokemonは任天堂・クリーチャーズ・ゲームフリークの登録商標です。",Impress Watch,スマホ,2019年 12月 9日
スマホ決済「あっという間」　きゃりーぱみゅぱみゅ一日店長,"
　歌手きゃりーぱみゅぱみゅ（26）が9日、東京都内で「渋谷キャッシュレスプロジェクト」発表会に出席した。

　スマホ決済サービス「メルペイ」のCMキャラクターを務めるきゃりーはこの日、原宿竹下通りの人気スイーツ店で一日店長に就任。会計のデモンストレーションに臨み「あっという間にできた。店員さんも楽なのでは」とアピールした。

　今年を振り返り、「いろいろ新しいことに挑戦した。仕事もプライベートも新しいことに取り組んだ」と話した。",中日スポーツ,スマホ,2019年 12月 9日
私の年収、本当に適正？　自分と似た境遇の人の年収分布や転職動向が分かるアプリ　パーソルキャリアが提供開始,"
　パーソルキャリア（東京都千代田区）は12月9日、スマートフォン向けアプリ「マイポテ」の提供を開始した。【画像】年収比較のイメージ　マイポテは、年齢、学歴、職種、居住地などが自分と似たような状況にある人がどれくらいの年収分布なのかを知ることや、自分の将来的な年収予測をできる。また、自分と近い情報の人が転職することの多い職種なども分かる。比較検討できるデータには、これまでパーソルグループのサービスを利用した人の情報を活用する。

　最近は「新卒一括採用」「終身雇用制度」「年功序列」といった日本式ともいえる雇用システムが変化し始め、キャリアの選択肢も広がっている。求職者側の選択肢が広がることで、キャリア構築について今まで以上に考える必要も出てきた。

　ただ「同年代や同職種の人と比較して自分の報酬状況はどのくらいなのか」「転職する人はどのような会社を選んでいるのか」といった情報にはなかなかリーチできず、もやもやとした思いを抱える人も多い。こうした中で、自分と似た境遇にある人がどのような報酬状況で、転職を行っているのかといったデータを明らかにし、「自分自身の立ち位置」と「将来の可能性」をチェックできることでキャリア構築の一助とする狙いがある。

　自分と近い情報の人が企業に応募したり、選考に通過したりしたときにプッシュ通知で知らせる機能もあるという。情報を知るだけでなく、実際のアクションへとつなげる狙いがある。広報担当者は「転職における『最初の一歩』を支えてあげられるような機能になっている」と話す。

　「転職したい」と考えても、なかなか一歩を踏み出すことができない人も数多くいるはず。自分の隠れたポテンシャルも明らかにできるマイポテは、活況を帯びる転職市場をさらに盛り上げていくのだろうか。",ITmedia ビジネスオンライン,スマホ,2019年 12月 9日
販売増へ、あの手この手　消費税増税でスーパー,"
　１０月の消費税増税後の国内景気の動向を示す経済指標が公表されている。苦戦しているのはスーパーマーケットだ。和歌山県田辺市内のスーパーはキャッシュレス決済によるポイント還元をＰＲしたり、独自の割引を打ち出したりして消費者の獲得を図っている。

　経済産業省の商業動態統計（速報値）によると、１０月のスーパーの販売額は前年同月に比べ３・７％減少した。田辺市内のスーパー各店によると、１１月以降の販売額は前年並みに戻ってきているという。ただ、軽減税率の対象外で駆け込み需要のあった酒や日用雑貨は「年末商戦まで低空飛行」という声もある。

　増税と同時に始まったキャッシュレス決済で最大５％が還元される政府の制度は、ある程度浸透している。

　ＪＡ紀南のＡコープ各店ではクレジットカード決済が１５％、スマートフォンによるＱＲコード決済が７％程度を占める。ＪＡ紀南は「スマホ決済はまだまだ少ないが、８月に導入以降利用はどんどん伸びている」と話す。直売所では、独自のカード利用で５％引きする特典も設け「（還元制度と）合わせて１０％お得」とＰＲしている。

　田辺市を拠点にスーパーマーケットを展開する「たかす」（本部・田辺市新万）は、９月から導入した電子マネーを、来店者の４割ほどが利用しており、キャッシュレス化が定着してきたという。

　大手スーパーはポイント還元制度の対象外。オークワ（本社・和歌山市）は「恩恵がないどころか、お客さんが競合店に流れてしまうのではと危機感がある」と話す。独自のカード利用によるキャッシュレス決済で得られるポイントを３倍にするなどして、お得感を打ち出している。１０月下旬からＱＲコード決済を県内全４８店で導入。多様な決済方法にも対応している。

　グルメシティなどを運営するダイエー（本社・東京都）は、１０月から公式アプリのクーポンを提示すると毎回３％引きしている。キャッシュレス決済によるポイント還元に力を入れる小売店が多い中、現金決済の来店者の購買意欲を促す狙いがある。ダイエー田辺ショッピングセンター店（田辺市宝来町）ではアプリ会員が約２５００人。割引を始める以前は５００人ほどだったのが、急増したという。

【ポイント還元制度】　制度に登録した中小店舗でクレジットカードや電子マネー、ＱＲコードなど現金を使わずに支払うと、国費で最大５％分のポイントが還元される仕組み。２日現在、県内で５８９３店、田辺市で６２３店が登録している。",紀伊民報,スマホ,2019年 12月 9日
ファーウェイ、独自ＯＳの普及促進へ　スマホなどは対象外,"
［上海／深セン　９日　ロイター］ - 中国の通信機器大手、華為技術（ファーウェイ）[HWT.UL]は９日、独自開発した基本ソフト（ＯＳ）「ハーモニー」について、来年、搭載製品を増やし、国内外への普及促進を目指す方針を示した。

ただ現時点では、スマートフォン、タブレット、コンピューターに搭載する計画はないという。広報担当が明らかにした。

この計画については、政府系の深セン特区報が最初に報じた。

同社は８月にハーモニーを発表。同社の「スマートスクリ－ン」（コネクテッド・テレビ）に初めて搭載された。

同社は米国で輸出規制の対象となっており、グーグルのＯＳ「アンドロイド」に代えてハーモニーを利用する可能性もあるが、スマートフォンについては、アンドロイドの利用を継続し、スマートウオッチ、スピーカー、仮想現実（ＶＲ）端末などに段階的にハーモニーを搭載する方針を示していた。

深セン特区報によると、同社幹部は深センで開いたイベントで、スマートフォンには引き続きアンドロイドを利用する方針を改めて示した。",ロイター,スマホ,2019年 12月 9日
KITTE博多に映画「アナと雪の女王2」公開記念カフェ　冬休み特別企画も,"
　「『アナと雪の女王2』OH MY CAFE」が12月5日、商業施設「KITTE博多（キッテハカタ）」（福岡市博多区博多駅中央街）9階の「kawara CAFE＆DINING」に期間限定オープンした。（博多経済新聞）「『アナ』欲張りサンドウィッチ＆トマトスーププレート」　ディズニー映画「アナと雪の女王2」の公開を記念し、「映画の世界観を表現したカフェ」をコンセプトに展開。「エルサ」「アナ」「オラフ」など同作のキャラクターをモチーフにしたオリジナルメニューやグッズを販売する。東京（2カ所）、大阪、名古屋、北海道、福岡、京都の6都市7会場で期間限定で開催する。

　アナの大好物なサンドイッチとトマトスープのセット「『アナ』欲張りサンドウィッチ＆トマトスーププレート」（2,390円、スープボウル付き3,990円）、野菜にミートボールを添えた「『オラフ』楽しいころころミートボールプレート」（2,190円）、「スマホケース」（全2種、各3,000円）、「付箋セット」（800円、価格は全て税別）などを販売する。冬休み特別企画として12月20日から「オラフ」にフィーチャーし、特別メニューや特別グッズが登場する「オラフ in HOLIDAY」のイベントも行う。

　営業時間は11時～23時。利用は80分制で、事前予約には予約料金650円（予約特典付き）が必要。来年1月19日まで。",みんなの経済新聞ネットワーク,スマホ,2019年 12月 9日
シャオミがさっそく価格破壊！　1億画素超え＋5眼スマホ「Mi Note 10」を5万円台で発売,"
　国内のスマートフォン市場への参入を表明していた中国のシャオミ（小米、Xiaomi）は12月9日、第一弾として1億800万画素の5眼カメラを搭載するAndroidスマートフォン（スマホ）「Mi Note 10」シリーズを発表した。Amazon.co.jpで「Mi Note 10（RAM6GB＋ROM128GB）」を12月13日に発売、「Mi Note 10 Pro（RAM8GB＋ROM256GB＋8Pレンズ）」を12月9日に予約開始し、12月23日に発売する。



　日本ではまだあまり名前が知られていないが、シャオミは世界のスマホ市場でサムスン、ファーウェイ、アップルに次ぐ第4位（2019年第1四半期、IDC調べ）の地位を誇る。コスパに優れる端末でシェアを伸ばしているが、1億画素超えのカメラや画面占有率180％の端末など、高いテクノロジーでも評価を高めている。

　日本投入の先陣を切るMi Note 10は、6.47インチの3D曲面有機ELディスプレイ＆水滴型ノッチを搭載するAndroidスマートフォン。40万：1の高コントラスト比で深みのある画面表示が可能だ。画面内には、反応に優れた光学式の指紋センサーを搭載する。
 

　最大の特徴となる背面に備わる5眼は、500万画素の望遠レンズ（125mm/F2.0）＋1200万画素の望遠レンズ（50mm/F2.0）＋1億800万画素の広角レンズ（25mm/F1.69）＋2000万画素の超広角レンズ（12mm/F2.2）＋200万画素のマクロレンズで構成されている。

　1億800万画素の広角レンズは、サムスンのISOCELL Bright HMXイメージセンサーを業界で初めて搭載。スマホ史上最高の1万2032×9024という超解像度を実現している。高さ4.24mまでの看板のプリントが可能なレベルだ。
 

　望遠性能も極めて高く、10倍ハイブリッドズームや50倍デジタルズームに対応。超広角レンズによって視野角117度の広範囲を、マクロレンズによってオートフォーカスで被写体にぐっと接近した写真を撮影することができる。

　インカメラには、3200万画素のシングルレンズを採用。AIビューティー、AIポートレートセルフィー、AIシーン検知、AIフェイスロック解除など、多彩な機能を搭載。手のひらシャッターのようなユーザビリティを向上させる機能も備えている。
 

　OSがAndroidをベースにカスタムしたMIUI 11、CPUがQualcomm Snapdragon 730G。バッテリは、5260mAhの大容量、30W急速充電に対応する。防水・防じん性能は非搭載。NFC対応ではあるが、Felicaは非搭載でおサイフケータイ機能が利用できない。イヤホンジャックを搭載する。
 

　カラーはミッドナイトブラック、オーロラグリーン、グレイシャーホワイトの3色。税別価格は、Mi Note 10が5万2800円、Mi Note 10 Proが6万4800円。",BCN,スマホ,2019年 12月 9日
犬や猫のベッド環境を快適に、＋Styleの「スマート・ペットハウス・コージー2」,"
　プラススタイルは、犬や猫などのベッド環境を快適にする「スマート・ペットハウス・コージー2」を12月6日に発売した。出品者がダッドウェイ、メーカーがPETKIT。税込みの販売価格は3万6300円。



　スマート・ペットハウス・コージー2は、スマートフォンアプリ「PETKIT」によりペットハウス内の温度を調整できる。前モデルを改良し、さらにペットに優しい形状に変更した。付属の「ベース」によって、寒暖差で結露が発生しても水を受け止める。マットは水洗い可能で、厚みを3倍に増やすことができる。入り口を前モデルの円形からL字型に変更して出入りしやすいようにしたほか、本体上部のカバーを取り外すことができる。

　アプリ連携では、飼い主が手動で温度を調整できるだけでなく、温度と湿度を感知するセンサーによって周辺温度を測定することで、ハウス内の室温を自動調整できる。赤外線センサーの搭載でペットの存在を感知でき、アプリ上でペットハウスに滞在している時間が確認できる。",BCN,スマホ,2019年 12月 9日
きゃりーぱみゅぱみゅ、カラフルな衣装に「キャンディーをイメージ」,"
　歌手のきゃりーぱみゅぱみゅが9日、都内で開催された「渋谷キャッシュレスプロジェクト」発表会にて、ストロベリーフェチ原宿竹下通り店の1日店長に就任。きゃりーは2019年を「仕事もプライベートも新しいことに取り組んだ」と振り返った。【写真】1日店長・きゃりーぱみゅぱみゅのキュートなエプロン姿
　本プロジェクトは、スマホ決済サービス「メルペイ」の運営会社が、竹下通りやSHIBUYA109など、渋谷を代表する地域や加盟店と共同で、若年層に対するキャッシュレス化推進を目的に行うもの。

　カラフルな衣装で現れたきゃりーは「一日店長としてキャンディーをイメージしました。こんな感じのコスチュームのキャンディー屋さんがあったらかわいいなあと思いまして。ちょっと寒いんですが、かわいいお衣装を着させていただいています」と笑顔でコメント。エプロン姿については「人生であんまりエプロンをしたことがないので、とっても新鮮な気持ちです」とも語った。

　「メルペイ」CMキャラクターを務めるきゃりーは、自分が「いつか使うであろうと思って取っておいた、パーティに行くようなクラッチバッグ」を出品したエピソードを紹介。「5年ぐらい持っていたんですけど、結局行く機会がなくて、それを出しました」と白い歯を見せ「私は基本的に、売る専で、いっぱい売っているので、ポイントもたまってきますし。コンビニとか、いろいろな場所でも使えたりするので、本当に便利だなと思います」とサービスの魅力をアピールしていた。

　2019年の活動については「いろいろ新しいことに挑戦した年でもありまして。『きゃりーかぶきかぶき 』と言って、京都の南座で、私と歌舞伎のコラボでライブをしたり」と回想。

　「そういう新しいことにも挑戦したし、やっぱりなんといっても、メルカリを始めたんですね。メルカリでいろいろなものを売ったり、メルペイを使ったり、なのでこの1年は、仕事もプライベートも新しいことに取り組んだ年でしたね」と振り返っていた。当日は、きゃりーが決済を実演したほか、コラボスイーツを提供する一幕もあった。",クランクイン！,スマホ,2019年 12月 9日
