title,content,media,keyword,date
「ファーウェイ制裁を機にシェア２０％へ」…サムスン５Ｇ市場で世界２位,"
「２０２５年までにグローバル通信装備市場シェア２０％」。サムスン電子のネットワーク事業部が年初に出した目標に近づいている。サムスン電子ネットワーク事業部は今年５Ｇ（世代）移動通信装備を前に出し、過去最大の業績を出す見込みだ。昨年末５％台だったグローバル市場シェアを１年間で１１％まで引き上げ、特に５Ｇ通信装備市場では２３％で２位になった。来年は５Ｇサービス国が増え、サムスン電子の強みである高周波数（２８ＧＨｚ）帯域装備の需要も増加する。しかしサムスン電子が「通信装備市場シェア２０％目標」を達成するためには、中国と東南アジア、欧州市場で急速に市場シェアを拡大しているファーウェイ（華為技術）との激戦が避けられないとみられる。

◆ファーウェイを追撃

通信業界と証券業界によると、サムスン電子ネットワーク事業部は今年６兆２５００億ウォンの売上高が予想される。昨年（４兆１０００億ウォン）に比べ５０％以上も多く、サムスン電子全体の事業部の中でも最高の売上増加率だ。

サムスン電子ネットワーク事業部の昨年の世界市場シェアは５％前後で５位だった。エリクソン（２９％）、ファーウェイ（２６％）、ノキアはもちろん、ＺＴＥ（１２％）よりも低い。しかし今年は全体の通信装備市場でシェアが１１％に上昇し、順位は１つ上がった。５Ｇ市場だけを見ると最高の有望株だ。サムスン電子の７－９月期の５Ｇ装備市場シェアは２３％で、ファーウェイ（３０％）に近づいた。エリクソン（２０％）やノキア（１４％）を完全に追い越した。

サムスン電子が５Ｇ装備市場のシェアを高めることができた最も大きな要因には米国のトランプ政権が挙げられる。トランプ政権がセキュリティー問題でファーウェイに制裁を加える間、サムスン電子が躍進したからだ。まず、世界最大通信市場の米国でベライゾン、ＡＴ＆Ｔ、スプリントなど主要移動通信会社がサムスン電子を５Ｇ装備の供給会社に選定した。現在、米国内の一部の大都市を中心にサービス中の５Ｇは来年からは全国に拡大する。また、サムスン電子は来年の東京オリンピック（五輪）を契機に５Ｇサービスを準備中の日本市場にも進出した。サムスン電子はＫＤＤＩの５Ｇ装備供給会社に選ばれ、そのほかの移動通信会社の装備供給問題についても論議している。ＮＴＴドコモ、ＫＤＤＩ、ソフトバンク、楽天モバイルの日本の移動通信４社は５Ｇネットワークに５年間で１７兆ウォン（約１兆５５００億円）を投資する。従来のＬＴＥの５Ｇ転換費用も３２兆ウォンと推算される。

◆５Ｇスマートファクトリー構築…昨年末には社長交代

サムスン電子の５Ｇ市場確保戦略もシェア拡大に決定的な役割をした。サムスン電子は昨年末、ネットワーク事業部のトップを交代して組織を刷新した。田敬薫（チョン・ギョンフン）副社長が年末の定期人事前に新しいトップに選任された。田副社長は５Ｇ用アンテナと無線通信用チップ開発を主導した５Ｇ技術研究の最高の専門家として知られる。

通信業界では当時、「田敬薫副社長が５Ｇ装備の競争力強化という特命を受けた」とし「これは同時にサムスン電子が来年５Ｇ市場で攻勢に出るという強いメッセージ」と解釈した。李在鎔（イ・ジェヨン）副会長は今年１月３日、現場経営の最初の訪問先に５Ｇ通信装備生産ラインがある水原（スウォン）事業場を選択した。李副会長は高東真（コ・ドンジン）ＩＴ・モバイル（ＩＭ）部門代表（社長）、盧熙讃（ノ・ヒチャン）経営支援室長（社長）、田敬薫ネットワーク事業部長（副社長）を集め、「新しく開かれる５Ｇ市場で挑戦者の姿勢で競争力を高めるべき」と強調した。

これに先立ちサムスン電子は昨年８月には５Ｇを４大未来成長事業（ＡＩ、自動車電装、バイオ）の一つに選定し、水原事業場は不良率を画期的に引き下げて生産性を高めることができるスマートファクトリーとして構築した。

◆来年の見通し明るく…２８ＧＨｚ技術力でファーウェイ上回る

来年の世界通信市場では米国と日本に続いてドイツ、フランス、英国などが５Ｇサービスを始める。また、現在の５Ｇ（６ＧＨｚ低周波数帯域）より通信速度が速くなる高周波数の２８ＧＨｚ帯域の装備投資が本格化する。

サムスン電子の最大のライバルはファーウェイだ。ファーウェイは中国と東南アジアの５Ｇ市場で勢いを見せていて、米国の制裁への参加を拒否しているドイツ、フランスなど欧州市場を狙っている。サムスン電子が今年、ファーウェイ制裁の恩恵を受けたとすれば、来年は本格的な技術競争が予想される。

サムスン電子の関係者は「自信はある」と語った。まずサムスン電子は５Ｇ装備と端末（スマートフォン）、チップセット分野の技術力をすべて保有し、通信装備だけを製造するエリクソンやノキアより優位ということだ。通信装備市場の唯一のライバルはファーウェイということだ。

ファーウェイはサムスン電子と同じく５Ｇ装備、スマートフォン、チップセットをすべて製造している。サムスン電子が期待するのは、通信速度がさらに速くなる２８ＧＨｚ高周波帯域を使うスタンドアロン（ＳＡ－５Ｇ単独モード）装備市場が来年から開かれるという点だ。今年は韓国のほか世界各国の移動通信会社がＬＴＥと５Ｇを共に使用できる（ＮＳＡ＝ｎｏｎ　ｓｔａｎｄ　ａｌｏｎｅ）６ＧＨｚ以下の低周波帯域の設備に多く投資した。サムスン電子の関係者は「６ＧＨｚ以下の装備はファーウェイが開発が進んでいたが、２８ＧＨｚは我々の方が技術力もはるかに進んでいて商用化も速かった」とし「２８ＧＨｚ市場が開かれる場合、技術力でファーウェイを完全に抑えることができるだろう」と話した。",中央日報日本語版,ソフトバンク,2019年 12月 10日
ソフトバンクの投資「また失望」　米社への出資引き揚げ　WSJ報道,"
　【ニューヨーク時事】米紙ウォール・ストリート・ジャーナル（電子版）は9日、ソフトバンクグループ傘下の「ソフトバンク・ビジョン・ファンド」が、犬の散歩代行アプリを手掛ける米ワグへの出資を引き揚げると報じた。

　同ファンドは、共用オフィス「ウィーワーク」を運営する米ウィーカンパニーへの出資で多額の損失を計上したばかり。同紙は「日本の巨大投資会社によるもう一つの失望」と伝えた。　",時事通信,ソフトバンク,2019年 12月 10日
犬の散歩代行サービスの株、ソフトバンク系ファンドが売却,"
　【ワシントン＝山内竜介】米紙ウォール・ストリート・ジャーナル（ＷＳＪ）電子版は９日、ソフトバンクグループ（ＳＢＧ）が主導する「ソフトバンク・ビジョン・ファンド（ＳＶＦ）」が、投資先の米犬散歩代行サービス「ワグ」の株式を同社に売却することで合意したと報じた。

　ＳＶＦは２０１８年初めにワグに３億ドル（約３３０億円）を投資したが、大幅に下回る価値で売却したという。ワグは業績が伸び悩み、人員削減などを進めていた。

　ＳＶＦの投資先では、米シェアオフィス大手「ウィーワーク」の運営会社ウィーカンパニーの損失による影響で、ＳＢＧの１９年９月中間連結決算は営業利益が１５年ぶりの赤字となった。",読売新聞オンライン,ソフトバンク,2019年 12月 10日
電気通信事業法改正による規制が“格安”のサービスにも及ぶのはなぜか,"
2019年10月に電気通信事業法が改正され、楽天モバイルを含む携帯電話4社は分離プランの導入義務化に加え、端末値引きやいわゆる“2年縛り”の違約金に大幅な規制が加えられている。だがその規制の影響は、低価格競争の立役者でもあるMVNOにまで及んでいる。なぜだろうか。【写真】OCNモバイルONEの11月 新料金の開始を記念し、goo Simsellerはスマートフォンの大特価セールを実施しているが……改正法の対象は大手3社だけではない

2019年、携帯電話業界で起きた大きな出来事と言えば、真っ先に挙げられるのは10月に実施された電気通信事業法の改正であろう。

この法改正によって、携帯電話料金と端末代を明確に分離した「分離プラン」の義務化がなされたほか、いわゆる“2年縛り”の違約金を従来の10分の1水準にまで規制。さらにスマートフォンの値引きも、一部例外を除き2万円までと、非常に厳しい規制がなされることとなった。

改めて、なぜこのような法改正がなされたのかといえば、スマートフォンを「実質0円」など極度に安い値段で販売し、その代わりに利用者の契約を長期間拘束するという携帯電話業界の手法を行政側が長年問題視していたため。その商習慣を根絶し、通信料金の値下げ競争を加速するべく、総務省を中心に行政が積極的に動いて法改正の実現に至ったのである。

そしてこの規制対象となっている企業の1つは、「携帯電話サービス」及び「全国BWAサービス」(BWA＝Broadband Wireless Access)を提供していること、つまり自らネットワークインフラを構築している事業者とされている。それゆえNTTドコモ、KDDI、ソフトバンクの大手3社は規制対象となり、その中にはソフトバンクのサブブランド「ワイモバイル」も含まれる。

また自らネットワークを提供しているということで、新規参入の楽天モバイルも規制対象となる。さらに言えばKDDI傘下のUQコミュニケーションズも、自ら「WiMAX 2+」方式によるBWAサービス「UQ WiMAX」を全国的に展開していることから、同社が展開しているスマートフォン向けの通信サービス「UQ mobile」も規制対象だ。

だが、改正法の規制対象となっているのは、そうした携帯電話大手やそのサブブランドだけではない。実はMVNOのいくつかも規制対象となっており、大手と同様に端末値引きや“縛り”などさまざまな面で規制を受けてしまっているのだ。

MVNOの競争環境を考えると疑問が残る規制

その1つは、携帯電話大手のグループ会社がMVNOとして展開しているサービスである。代表的な例としては、ソフトバンク傘下のLINEモバイルが展開している「LINEモバイル」や、KDDI傘下のビッグローブが展開している「BIGLOBEモバイル」などが挙げられるだろう。

また少々意外な所では、NTTコミュニケーションズの「OCNモバイルONE」も、NTTドコモの傘下企業ではないがグループ会社という扱いとなるため規制対象だ。OCNモバイルONEといえば、NTTコミュニケーションズ傘下のNTTレゾナントが展開するECサイト「goo Simseller」で、同サービスのSIMとSIMフリースマートフォンをセットで購入すると激安価格で購入できることで人気を獲得していたが、法改正による規制を受けたことを受け、現在はその値引き額も2万円以内に制限されてしまっている。

そしてもう1つ、規制対象となっているのは、モバイル通信サービスの総契約者の0.7%を超える加入者を獲得している企業である。分かりやすく言えば、約100万契約を超えている企業がその対象になると考えていいだろう。

現在、純粋な独立系のMVNOで、なおかつ100万契約を超えているのは「IIJmio」を展開するインターネットイニシアティブと、「mineo」を展開するオプテージの2社。これらも改正法の規制対象となるため、10月以降端末の値引きなどには制限がかけられているのだ。

もちろん、100万契約を超えていないMVNOは規制対象外なので、端末とのセット販売による大幅値引きで顧客を増やすことに問題はない。だがそれによって多くの契約を獲得し、100万契約を超えると途端に規制対象となることからリスクは非常に大きいのも事実。MVNOはかなり安い水準の通信料金でサービスを提供しており、通信料金の値下げによる競争は既に難しい状況にあるにもかかわらず、端末値引きで競争力強化を図ることも難しくなってしまった訳だ。

それゆえもし今後、行政の思惑通りに携帯電話会社の料金競争が加速し、携帯電話大手の料金が大幅に値下がりした場合、大半のMVNOは生き残ることができず廃業ラッシュが起きてしまうかもしれない。比較的弱い立場であるMVNOの将来を考えると、行政側は規制の対象をそこまで広げる必要があったのか? と疑問符がついてしまうというのが正直な所だ。",マイナビニュース,ソフトバンク,2019年 12月 10日
ソフトバンクＶＦ、ワグへの出資引き揚げ－持ち分全てを会社側に売却,"
（ブルームバーグ）： ソフトバンクグループのビジョン・ファンドは、犬の散歩代行アプリを手掛ける新興企業ワグ・ラブズへの出資を解消し、50％近い持ち分をワグに売却する。ワグは現在、人員削減を進めている。",Bloomberg,ソフトバンク,2019年 12月 10日
［大弦小弦］ユニホーム脱ぎ、再出発へ,"
　スポーツ面の連載「決断」は今年でプロ野球を引退した選手を取り上げている。けがと闘い、高みに挑み、足跡を刻んだ名選手たち。一方で結果を残せず、ユニホームを脱ぐ決断をした選手もいる

▼元ソフトバンク投手の島袋洋奨さん（27）もその一人。2010年、興南高校のエースとして県勢初の甲子園春夏連覇を引っ張った。大学を経てプロ入り後は左肘痛に苦しみ、手術もした

▼ここ2年は育成契約。3桁の背番号を付け、再起を懸けて腕を振り続けたが壁は厚かった。5年間で1軍登板は2試合のみ。「私の財産になった」と振り返ったプロ生活には、もがきながらも、その時々でやるべきことをやりきった思いがにじむ

▼県民を熱狂させた高校時代に取材した。真っ先に思いだすのは甲子園の晴れ舞台、ではなく冬場の光景だ。一通りの全体練習が終わり暗くなったグラウンドで、段差の大きな階段を片脚で上がるトレーニングを繰り返していた

▼ピンチでめっぽう強かったのも、偉業を成し遂げられたのも、あれだけの努力を重ねてきたのだからと納得した。プロで苦闘した経験もこれからの糧になるだろう

▼島袋さんは都内のスポーツ関連会社に就職し、第二のスタートを切った。将来は指導者として沖縄に戻りたいという。「人生のスコアボード」はまだ序盤。夢は続く。（大門雅子）",沖縄タイムス,ソフトバンク,2019年 12月 10日
古賀茂明「下請け、中小企業の雇用維持のための妙案がない現実」〈週刊朝日〉,"
　先日、ある大手自動車メーカーに部品や素材を供給する企業の会合に参加した。そこであらためて思い知らされたのが、日本の労働者がいかに厳しい状況に置かれているかということだ。

　世界の中で日本の製造業の地位は年々下がっている。特に、電機産業では、家電から始まり、太陽光パネル、半導体、液晶、パソコン、スマホなど、次々に韓国・台湾・中国企業などに敗れ去った。

　そんな中、自動車産業は、日本が世界の先頭グループを走る唯一の産業分野となった。経済産業省も「一本足打法」と認めるほどの日本経済の屋台骨である。その自動車産業を支えるのが部品・素材を供給する「下請け」企業群だ。「下請け」と言っても弱小中小企業ではない。売り上げ1千億円単位、従業員数千人、海外数十カ国に展開というような巨大企業も多い。

　未曽有の激動期を迎えた自動車産業にあって、彼ら「下請け」メーカーのトップが何を考えているのかを聞いて私が感じたのは、彼らは、もう日本企業ではなくなりつつあるということだ。ソフトバンクなどとは一線を画し、日本的経営を維持するトヨタを頂点とする日本の自動車産業にありながら、部品・素材メーカーの経営者が、やや誇張した言い方ではあるが、「日本を捨てつつある」というのは驚きだった。

　特に、企業と自分の運命が100％重なるオーナー経営者を頂く企業ほど、「日本企業」ではなくなっていると感じた。その根源には、オーナーが抱く強烈な危機意識がある。

　例えば、こんな話だ。「従業員7千人のうち過半は海外の工場。生産の過半も海外。カネ余りと批判されるが、利益では海外が圧倒的に多く、カネは海外にある。投資しろと言われても、日本の少子高齢化は止まるどころか加速が見込まれ、国内投資なんかできるはずがない。現状では、海外で稼いだカネは海外で回すしかないということだ」

　では、国内はじり貧で、先がないのではないかと聞くと、「大きく見れば、それは仕方のないこと。無理に抗っても失敗する」。

　今の日本の労働者はどうなるのかと問うと、「彼らを何とか養っていくのが最大の課題だが、妙案はない」「実は海外の労働者の賃金がどんどん上がって、日本の労働者の賃金が相対的に下がることで、国内の雇用を維持できる」という本音も出た。日本の労働者は、国際的にみるとどんどん貧しくなることによって、自分たちの雇用を維持しているということだ。",AERA dot.,ソフトバンク,2019年 12月 10日
ソフトバンク、犬散歩代行の米ワグ株売却で合意＝報道,"
［９日　ロイター］ - ソフトバンクグループ＜9984.T＞はビジョン・ファンドを通じて保有している犬散歩代行サービスを手掛ける米ワグ・ラブズ株式約５０％を同社に売却することで合意したと、米紙ウォール・ストリート・ジャーナル（ＷＳＪ）が９日、事情に詳しい関係者の話として報じた。

報道によると、ワグのガレット・スモールウッド最高経営責任者（ＣＥＯ）は従業員宛てのメモで「当社はソフトバンクと友好的に決別する。ソフトバンクが当社の経営に関与することはもうない」と述べた。

ソフトバンクとワグは現時点でロイターからのコメント要請に応じていない。",ロイター,ソフトバンク,2019年 12月 10日
地方医療の“救世主”になるか…新開発「医師の乗らない移動診療車」 は何ができる？,"
高齢化が進む地方の市町村では、車を運転できなかったり、交通機関が不十分なために移動が困難な高齢者が増えている。さらに、地方では医療施設や医療従事者の不足も問題となっているという。【画像】移動診療車の中を見るそうした課題を解決するために医療機器大手のフィリップス・ジャパンが、長野県伊那市と連携して移動診療車を使用したオンライン診療の実証実験を12月12日に開始することを発表した。

車両は、同社とトヨタ自動車やソフトバンクの共同出資会社「MONET Technologies（モネ・テクノロジーズ）」がトヨタのハイエースをベースに共同で開発。車両内には、医師と話すテレビ電話用モニター、心電図モニター、脈拍計、心拍計、簡易ベッド、などを搭載している。

診療車にはドライバーと看護師が乗り、移動することが困難な高齢の患者の自宅などを個別に訪問。看護師が車内で患者の血圧などを測定するとともに、病院内にいる医師がオンラインで診療するというわけだ。

しかし、本格的に実現すればたしかに便利そうだが、車両内では実際にどのような診療が可能なのだろうか？ そして実証実験後の展開は？ フィリップスジャパン担当者に聞いてみた。",FNN.jpプライムオンライン,ソフトバンク,2019年 12月 10日
12/5開業！ 成熟した大人の新名所「東急プラザ渋谷」のNEOレストラン速報,"
渋谷の大規模再開発の一端を担う、渋谷駅西口駅前の新複合施設「渋谷フクラス（SHIBUYA FUKURAS）」。ここに2019年12月5日オープンした「東急プラザ渋谷」は、ビルの2～8階と17、18階にあわせて約2500坪のフロアを展開。都会派の大人も満足させる「食」「健康」「美」「趣味」「ライフプラン」をキーワードにした全69店舗が揃います。",食べログマガジン,ソフトバンク,2019年 12月 10日
ソフトバンク再び投資失敗　米ペット関連企業の株売却,"
　【ニューヨーク共同】米紙ウォールストリート・ジャーナル電子版は9日、ソフトバンクグループ傘下のファンド「ソフトバンク・ビジョン・ファンド」が米国でペット関連サービスを手掛けるワグの株式を同社に売却することで合意したと報じた。2018年に3億ドル（約330億円）を出資していた。

　ソフトバンクの投資を巡っては、共有オフィス「ウィーワーク」の運営会社の米ウィーカンパニーが収益性などに疑念を持たれ、上場延期に追い込まれた。同紙はワグ株の売却について「日本の巨大投資会社によるもう一つの失望」と伝えた。",共同通信,ソフトバンク,2019年 12月 10日
【今朝の５本】仕事始めに読んでおきたいニュース,"
（ブルームバーグ）： 「背の高さと同じくらい頑固者だった。政治的に代償を伴う政策でも、正しく行動した」と、８日に死去したポール・ボルカー元米連邦準備制度理事会（ＦＲＢ）議長について、カーター元大統領は感謝と称賛のコメントを寄せています。以下は一日を始めるにあたって押さえておきたい５本のニュース。",Bloomberg,ソフトバンク,2019年 12月 10日
ゴールドマン、WeWork支援でソフトバンクＧに加勢－他行にも接触,"
（ブルームバーグ）： ソフトバンクグループはシェアオフィス事業を展開する米ウィーワークへの大規模融資をてこ入れするため、新たな借り入れの取りまとめ役にゴールドマン・サックス・グループグループを起用した。",Bloomberg,ソフトバンク,2019年 12月 10日
宮本浩次が歌う「恋人がサンタクロース」、ソフトバンク新CMのテーマソングに,"
宮本浩次が歌う「恋人がサンタクロース」をテーマソングに起用したソフトバンクの新テレビCMが、12月11日（水）より全国で放映開始となる。◆CM動画、画像同CMはソフトバンクが“音楽”を主役に展開するテレビCMシリーズの新作で、田中圭と桜井ユキが出演。クリスマスの街を舞台に、恋人と待ち合わせをしている田中とスクープを狙うパパラッチのコミカルな攻防を通して、速度制限を気にせずに使える料金プラン「ウルトラギガモンスター＋（プラス）」の魅力を伝える。松任谷由実の名曲に新たな彩りを加える宮本の歌声はもちろん、予想を覆すストーリー展開にも注目だ。

■CM情報
タイトル：ソフトバンク 新テレビCM「恋人がサンタクロース」篇（30秒）
出演：田中圭、桜井ユキ
テーマソング：「恋人がサンタクロース」（歌：宮本浩次／作詞・作曲：松任谷由実）
放映開始日：2019年12月11日（水）
放映地域：全国",BARKS,ソフトバンク,2019年 12月 10日
宮本浩次がユーミンのあの曲を熱唱！ 田中圭＆桜井ユキ出演、ソフトバンク新CM『恋人がサンタクロース』篇完成,"
■「田中さんには、画面越しに勝手に“はかない”イメージを抱いてました」（桜井ユキ）「これから自分でも“はかない”とアピールします（笑）」（田中圭）
田中圭が出演するソフトバンクの新テレビCM『恋人がサンタクロース』篇が、明日12月11日から全国で放映される。【動画】SoftBank TVCM『恋人がサンタクロース』篇クリスマスをテーマにした同CMは、ソフトバンクが、現代を生きる人々の生活に欠かせない「音楽」を主役に展開する『SoftBank music project』の新作。テーマソングには、宮本浩次（エレファントカシマシ）がカバーする松任谷由実の大ヒット曲「恋人がサンタクロース」が採用されている。
※『SoftBank music project』は「連桁付き16分音符」付きが正式表記。

新テレビCM『恋人がサンタクロース』篇は、クリスマスの街が舞台。恋人と待ち合わせをしている田中と、スクープを狙うパパラッチの攻防戦がコミカルに描かれる。待ち合わせ場所でキョロキョロしている田中の前に現れた意外な恋人とは!?　はたして、パパラッチは田中の恋人をスクープできるのか!?　予想を覆すストーリー展開に注目だ。

今回のCMでは、田中と恋人がラストシーンで会話する「気にしない」というセリフを通して、速度制限を気にせずに使える、“ソフトバンク”の料金プラン「ウルトラギガモンスター＋（プラス）」の魅力を紹介している。

■『SoftBank music project』について
ソフトバンクは、現代を生きる人々の生活に欠かせない「音楽」を主役とした『SoftBank music project』をスタート。2019年元日に発表された、いきものがかりとのコラボレーションを皮切りに、クリープハイプや足立佳奈、石川さゆり、秦 基博、サカナクション、宮本浩次、神田沙也加、Mrs. GREEN APPLE……とオリジナル楽曲などを発表。「音楽とスマホで、僕らはもっと自由になれる。」というメッセージのもと、年間を通して季節やテーマに合わせて、様々なアーティストとコラボレーションしている。また、音楽を象徴するロゴとして、ソフトバンクのロゴである2本のラインの下にふたつの丸を書き足し、音符のように見立てたロゴマークを採用している。

■新テレビ CM「恋人がサンタクロース」篇について
クリスマスの夜、大勢のカップルたちで賑わうツリーの前で、キョロキョロしている田中圭。その様子を物陰からふたりのパパラッチが狙っている。「よくこんなところで待ち合わせますよねー」「少しは気にしろよな」「スクープいただきっすね」などと、ニヤニヤしながらデート相手と合流する瞬間を待ち構えているパパラッチ。すると、田中の待ち合わせ相手がやって来る。
「お、恋人来たー！」と興奮して写真を撮ったものの、田中と一緒にいるのは、どう見ても赤い服を着た白ひげのサンタクロースで、パパラッチも「え？」「これってもしかして……」「あれってラブですか？」と驚いている様子。そこでふと「ああ、ラブだ……」と、ぼうぜんと立ち尽くす。
そんなパパラッチから逃れ、レストランに着いた瞬間、サンタクロースがふいにマスクを外すと、なんと、かわいらしい女性（桜井ユキ）が姿を現す。「もう気にしなくていいよ」「うん、気にしない」と、会心の笑みを浮かべながら楽しそうに会話する田中と桜井だった。
また、今回のテレビCMでは、宮本浩次が初のクリスマスソングを熱唱。松任谷由実の大ヒット曲「恋人がサンタクロース」をカバーしている。宮本ならではの歌声で彩られる新しい「恋人がサンタクロース」は必聴だ。

■撮影エピソード
◇まるで本物の恋人のような雰囲気の田中圭と桜井ユキにスタッフもうっとり
サンタクロースの衣装を脱いだ桜井が、田中とクリスマスディナーを楽しむシーン。ふたりが、ふとガラス窓の外を見上げると、空から雪が舞い降りてくるロマンチックな場面だ。ふたりは今回が初共演だったが、休憩中も気さくに言葉を交わし、笑い声を上げるなど、すっかり打ち解けていた。
本番でも、桜井が「わぁ、雪だ」とつぶやくと、それに合わせるように田中も「あ、雪だ」と重ねて、自然とお互いの顔を見つめ合うように。まるで本物の恋人のような雰囲気のふたりを、周りのスタッフもうっとりするような眼差しで見守っていた。

◇色っぽいお芝居で初共演の田中を魅了する桜井ユキ
パパラッチをうまくまいたあとに入ったレストランで、田中の恋人役の桜井が、サンタクロースに変装していたことが明かされるシーン。サンタクロースのマスクも「穴は開いているけど、前が見えません（笑）」と変装に手間取っていたが、スタッフの助けもあり、無事サンタクロースに変身。マスクを外しながら、「もう気にしなくていいよ」と言う難しい芝居も、思わず引き込まれるような色っぽさで演じ、初共演の田中もドキドキしてしまうほど、周囲を魅了していた。

◇サンタクロースと仲良く手を繋ぎながら、本当に楽しそうに歩く田中圭に現場もほっこり
田中がサンタクロースに、「メリークリスマス！」と言って抱き合うシーンでは、袋の中からプレゼントを取り出したサンタクロースに対して、「えっ、何これ？　ウォーッ！」と歓喜の声を上げ、持ち前のハイテンションな演技で感情のたかぶりを表現。監督からハイタッチのリクエストが入ると、ちょっと気合いが入り過ぎたのか、「パシィ！」という力強い音が周囲に響き渡るという結果に。「ちょっと激しくやり過ぎましたね」と頭をかく田中に、スタッフから笑みがこぼれた。また、抱き合ったあと、ふたりで仲良く手を繋ぎながら歩くシーンでは、監督が「本当に楽しそうですね」とほほ笑みながらOKを出す場面も。サンタクロースとのクリスマスデートを満喫する田中の姿に、現場もほっこりとしたムードに包まれた。

◇田中圭がおでん屋さんの店主に？「タケノコがおいしいよー！」とスタッフにオススメする場面も
クリスマスイブのロマンチックな雰囲気を忠実に再現するため、大勢の人々でにぎわう週末のベイエリアで行われた今回の撮影。夜が更けるにつれて気温も下がり、海から冷たい風が吹く厳しいロケーションだったが、田中はいっさい寒そうなそぶりをみせることなく、芝居に集中していた。そんななか、ケータリングでおでんが用意されていることを耳にした田中は、おでんブースに直行して試食。あっという間に汁まで完食した田中が「あー、美味しかった。幸せ！」と満足そうにほほ笑むと「今日はタケノコがおいしいよー！」と、まるでおでん屋さんの主人のような口調で、共演者やスタッフに一押しの具材をオススメしていた。

■田中圭、桜井ユキ コメント
Q：撮影の感想をお聞かせください。
田中：すっかりクリスマス気分になっちゃいました。
桜井：今まで観る側だったソフトバンクのCMに初めて出演させていただきました。クリスマス気分で、あんなに大きいツリーが目の前で見られて、とても幸せでした。
田中：ユキちゃんのセリフがめちゃくちゃ色っぽくて、お芝居した瞬間、急にドキッとしました。
桜井：ありがとうございます（笑）。田中さんは作品でエネルギーが高い役も演じているのを観ていたんですが、画面越しに勝手にはかないイメージを抱いてました。今回初めてお会いしてみて、やっぱりはかないなと思いました。
田中：はかないですか？　すごくうれしいです。これから自分でも「はかない」とアピールします（笑）。

Q：クリスマスの思い出をお聞かせください。
田中：毎年仕事しているイメージですね（笑）。小さいときのクリスマスが、家族みんなでチキンを食べるというイメージなので、家族とチキンを食べて、ゆっくり過ごすだけでもいいなと思います。
桜井：イベントごとをちゃんとするような家庭で、ツリーを飾って、ケーキを食べるということを毎年していました。大人になってからもクリスマスになると、家族で過ごした子どもの頃を思い出しますね。

Q：今年のクリスマスの過ごし方は？
桜井：友達とケーキを食べながら、ゆっくりできたらいいなという感じでしたが、今回の撮影のようにレストランでディナーもいいなと思いました。

Q：宮本浩次さんが松任谷由実さんの「恋人がサンタクロース」をカバーした曲を聴いてみて、いかがでしたか？
田中：あれだけ「恋人がサンタクロース」という曲が浸透していて、その声のイメージが全部私たちの頭の中にあるのに、めっちゃ宮本さん色を出しているじゃないですか。
桜井：全然、別物でしたよね。
田中：すごいなーと思いました。

Q：2019年はどんな年でしたか？
田中：本当に挑戦ばかりしていたなというか、たくさんのことに挑戦させてもらった1年でした。
桜井：お仕事でもプライベートでも、わりと自分のやりたいこととか、観たいものを観られた年だったので、2019年は「充実」の年だったなと思います。

Q：2020 年はどんな年にしたいですか？
田中：楽しけりゃいいです（笑）。
桜井：それがいちばんいいですね（笑）。2020年は、お仕事もプライベートも日々楽しく。あとは観たいものを観て、行きたかったところにひとつでも多く行けたらいいなと思います。

Q：CMをご覧になる視聴者の皆さんにメッセージをお願いします。
田中：素敵なクリスマスを皆さんに過ごしてほしいという思いしかないです。
桜井：今回の撮影みたいなシチュエーションも素敵ですよね。
田中：ちなみに、サンタクロースのマスクを外しても、ユキちゃんは出てきません（笑）。
田中・桜井：素敵なクリスマスをお過ごしください！

リリース情報
2019.10.23 ON SALE
宮本浩次
SINGLE「Do you remember?」

ソフトバンク OFFICIAL WEBSITE
https://www.softbank.jp/

宮本浩次 OFFICIAL WEBSITE
http://miyamotohiroji.com

エレファントカシマシ OFFICIAL WEBSITE
http://www.elephantkashimashi.com/",エムオンプレス,ソフトバンク,2019年 12月 10日
